Tweet,Sentiment
"USER Blm jd gub aja sdh nabrak etika, gmn kl menjabat? Emg yg lantik dia kl jd gub dukun ya ato capres? Kl ga seneng sm presiden yg menjabat ya jgn mau dilantik sm beliau jd jgn jd cagub skr, ntar aja kl yg dia dukung sdh jd presiden br nyagub..'",Positive
RT USER ngapain pak...hambalang nya pak...gara gara pk sby kurang tegas anak buah anda masuk bui.....jokowi lebi tegas pak,Positive
Pnh kerja d aseng bermanfaat juga diterapkan d sekola yg dominan aras2en.',Positive
"USER Saya berharap Gubernur baru (Bapak Sutarmidji) dapat segera mengambil tindakan, karena mmg di jaman Cornelis (dibantu Rezim) kelihatan sangat mempermudah Cina masuk di beberapa sektor termasuk pertambangan yang salah satunya ada di Ketapang",Positive
Ga henti2nya ngebayangin 15 menit nanti mo cocot apa nih yak udh gitu kan w orgnya not easy to talk nah ini suruh bercocot 15 menit gabole kurang kan ga mungkin w cuma bilang hm hm hm doang;(',Negative
"Warisan, tradisi dan budaya mana?",Positive
USER Mudah2an keluarga si gerung kena bom...',Positive
"A: tenang, selalu mempersiapkan diri dan gak suka telat",Positive
"4. Oleh karena itu, Presiden USER mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilkada serentak #JokowiAjakUlamaSejukkanPilkada",Positive
USER Remukan rengginang cocot ah',Negative
Pada akhirnya yang asing akan kembali asing',Positive
"USER USER USER Baca deh QS Al Maidah ; 48....Al Qur'an adalah kitab suci trakhir dr smua kitab2 suci yg prnh Allah trunkn..yg mna Al Qur'an mnjdi kiblat semua kitab2 suci sblumnya...jdi scara logika, RG sdh menistakan agama Islam.",Positive
Babi betul meeting sampai 4jam sakit pinggang aku\xf0\x9f\x98\xad',Negative
USER USER Palsunya keliatan banget...dasar cebong noraaa',Negative
USER \xe3\x85\xa4\xe3\x85\xa4Mata sipit itu makin menyipit untuk melihat sosok yang ditunjuk oleh sang dara.\n\n\xe3\x85\xa4\xe3\x85\xa4\xe2\x9d\x9dKau tidak bertanya tentang ciri-cirinya?\xe2\x9d\x9e Tanya Haris. Seingatnya hari ini tidak mendapat,Positive
"Itu dia, BUNUH AJA YG DIDEPAN MATA, DIA MAFIA KORUPTOR NYA, PENISTA AGAMA PULA, PANGGILAN POPULAR NYA BABI AHOK",Negative
USER USER WKWKWKWKWKKW GEBLEK IH KZL',Negative
"USER USER USER Pria Isis make burka untuk menghindar dan lari dr peperangan dan surga yg d janjikan lo diam membisu\n\n&amp; dr mana lo tau dia pria?tidak punya tv ye?nggak nonton wawancara wanita pemelihara hewan anjing itu?\nLo bukan gembel warnet kan?silahkan buka youtube deh,biar lo dgar suaranya'",Negative
"Revolusi Muhammad dalam konstruksi sosiologis Arab Jahiliyah.....mengubah sebuah dogma budaya paganis, dominasi suku yg feodal, masyarakat berkelas, dalam kurun waktu 30 tahun hingga ""jiwa-jiwa yg bersih"" yg mampu memenangkan ""revolusi jiwa"" itu.",Positive
"USER + fed well\n+ benar benar memotivasi\n+ jarang rebutan bias\n+ dapet merch dia gampang dan lumayan murce\n\n- di bilang lesbi\n- ""cOwOknYa kOk cANtik""'",Positive
Yusril: Kelompok Islam Tertindas di Era Jokowi.? #Fakta #2019GantiPresiden,Positive
USER USER USER USER USER USER USER Hiburan malam minggu . Manusia goblok permanen mau disadarkan dsh gak bisa . Lagi bayi otaknya kerendam air ketuban . Apa gara minum kencing habib/ onta? \xf0\x9f\x,Negative
"Manusia adalah mahluk yang butuh identitas untuk eksistensinya, sayang identitas yang seharusnya berasal dari orisinalitas kesadaran diri seringkali dilekatkan secara membabi-buta pada hal-hal remeh di luar dirinya, maka identitas diri jadi dangkal'",Positive
WARGA NEGERI LAMA KEC BILAH HILIR DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,Positive
RT USER USER USER maju mencebur mundur menjengkang itulah yang akan dialami mukidi,Positive
cek yuk -&gt; Ketua Komisi II Yakin Jokowi Tolak Penghapusan Pilkada Langsung Ketua Komisi II,Positive
Halo Pak Presiden USER ini Ibu Marni. Beliau adalah seorang ibu yg anaknya menjadi korban salah tangkap dan penyiksaan oleh polisi. MA sudah memutuskan bahwa anaknya tidak bersalah. PN Jakarta Selatan memutuskan bahwa negara bersalah dan harus membayar,Positive
"Terus dia manggil anaknya buat ambil duitnya di tempat si bapak itu nunggu. Baru deh duitnya dikasih ke gw. Padahal si bapak sehat2 aja, ga cacat fisik, tapi malesnya ga ketulungan buat sekedar beli aja masih nyuruh anaknya yg turun. Mungkin si bapak itu",Positive
"USER nganu juga sih. Juve jangan cuma jual pemain kalo udah mahal, sesekali belilah yang mahal biar memicu tubir tiada habisnya. CR7 ini dihujat, tapi begitu pindah ke Juve disiapin narasi apologi. mirip politik Indonesia gak sih, ketika ada kamp",Positive
[75:35] kemudian kecelakaanlah bagimu (hai orang kafir) dan kecelakaanlah bagimu.',Positive
USER Tu bibir ky congor bebek',Negative
"USER ""BACOT LO. ALBUM-ALBUM GUE, BELINYA JUGA PAKE DUIT GUE. GA NGERUGIIN EMAK BAPAK LO INI \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91""\n\xf0\x9f\x94\x9d\xf0\x9f\x94\x9d\xf0\x9f\x94\x9d\nAkibat terlalu sering diceramahin beli album'",Negative
"USER USER ah masa iya, gua sempet mikir apa nanti super giant dikeluarin pas avenger 4 karna dia kuat banget, tapi kalo ngeliat di game marvel future fight, itu super giant culun abis dibanding black order yang lain'",Positive
"Nach, tuh..; Tidak terjadi di Indonesia ajach, kan..; Di Suadi Arabia seorang Ulama juga kena cekal..",Positive
USER USER Dan penyakit yg blm sembuh sampai skrg oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pilpres 2014. URL,Negative
USER saya lengket seperti permen karet yg nempel di pantat guru',Negative
Ormas radikal(FPI FUI HTI)hrs dibubari.Klu yg radikal anti Bhineka anti cina kristen ga bisa disadarkan.usir sj ke suriah suruh gabung ISIS,Positive
RT USER Kalah suara terus menyalahkan... katanya jaman jokowi oke kok dibilang mundur... haha kampret!,Negative
"Puisi karya Gus Mus ini begitu indah dan meneduhkan, kenapa dijadikan fitnah?; #NderekGusMus ; ; USER USER",Positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Si Aseng mau rebut kekayaan Indonesia.. \xf0\x9f\x98\x82\xf0,Positive
Menangin pilkada ternyata memiliki cara-cara yang perlu kamu ketahui. Perlu contoh? Ada kok. Ya simak dulu deh cara-caranya di video ini &gt;&gt;,Positive
"USER USER Bukan cuma itu cacat nya, demokrasi bahkan tidak menghargai intelektualitas seseorang, orang gak mau sekolah, sama orang yg berjuang untuk pintar sampai dapat gelar Prof pun nilainya sama, cuma 1 suara.'",Positive
"Udah setan, terkutuk pula. Sedih banget jadi gue'",Negative
"Alquran, petunjuk untuk orang2 muttaqien, bukan untuk memaki-maki orang-orang yang jelas ingkar (kafir dan musyrik).",Positive
USER USER USER USER Iya cebong dan Cina komunis yg cinta sama si jamban',Negative
Indonesia jadi Republik Berisik sejak USER presiden... lengserkan jokowi,Positive
kini Cina sedang berusaha menguasai politik dan hukum di Indonesia.,Positive
deklarasi pilkada 2018 aman dan anti hoax PB jabon,Positive
"USER USER bloon, dikira lagi attend kelas.'",Negative
USER Kecebong kemana ya... Presiden dihina dan diancam... diem aja... \n\nAtau mereka bermental kacung semua...',Negative
"USER Ulama ð??³ bukan pewaris para nabi kecuali jika dia bisa jadi khalifah (QS. 38:26) krn Daud As sdh jd rasul dan nabÃ¬ Allah SWT bahkan dianugerahi lg sbg KHALIFAH, presiden, gubernur, bupati atau walikota.",Positive
USER udik udah mendarah daging di kamu',Negative
"Tadi beli, dapet B semua. \n\nUdah firasat hoki, taunya rank turun. Kampret. URL",Negative
Cocot bosok.',Negative
USER USER USER USER USER USER USER USER USER USER USER USER itu BEM SI yg di ITB kemana ya suaranya ? jangan2 ikut razim cebong',Negative
USER Ngambang kaya tai jir',Negative
USER 2019 GANTI PRESIDEN??? YG GANTIIN SIAPA??\nMENTAL KACUNG MW GANTI PRESIDEN SEKALI KACUNG TETAP KACUNG CM KACUNG YG MW DI PIMPIN SM KACUNG!!',Negative
USER USER USER USER USER USER USER Kalau ada ISLAM NUSANTARA\n\nartinya kita mengakui juga ada:\nISLAM CHINA\nISLAM INGGRIS\nISLAM HONGKONG \ndll\n\nNah Islam Nusantara ada turunannya doong:\n\nIslam Sunda\nIslam,Positive
RT USER USER Sedih aja punya Kapolri kok gitu amat sihhh Ketakutan banget dahhh dengan kedudukan USER,Positive
"''Pao An Tui adalah sisi kelam masyarakat Cina di era awal kemerdekaan Indonesia..!\xe2\x80\x99\xe2\x80\x99pernyataan ini ditegaskan mantan wartawan senior Republika""",Positive
"Situs Sangiran, Jawa Tengah (luas 48km persegi), ditetapkan oleh UNESCO sebagai daftar Warisan Budaya Dunia, tahun 1996.",Positive
Semua salah jokowi. Hanya di rezim jahat diktator otoriter komunis kafir zalim inilah membuat opm sampai mulai... URL,Positive
smg diberi kekuatan walau godaan menghadang.amin,Positive
Berbanding lurus dengan kebijakan rezim ini bermesraan dg cina produsen terbesar narkotika yg masuk ke Indonesia URL,Positive
USER Hahahaha kau bom komen apa weyh?',Positive
keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT,Negative
"USER iya disitu cina gak langsung kasi ke plestina tapi melalui negara2 arab lain, jadi gak dibebankan ke palestina semua dan palestina gak terlalu dicekok sama utang, aku ga fokus di utang atau ngga, tapi jgn sampe kita liat cina selalu negati",Positive
USER Lo itu sama kaya temen lo si johny kadut yg suka ngambil gambar buat nyinyir tanpa tau itu dari mana dan kenapa..\xf0\x9f\x98\x82\nCebong kebiasaan kunyah hoax..\xf0\x9f\x98\x9d',Positive
"dulu kan aku selalu tweet ""brb alhamdulillah"" sebab aku ingatkan brb tu sendawa kenyang HAHHAHAHAHA SORI NOOB tapi sekarang tahu lah, be right back (ececeh) #followerswajibtahu'",Positive
USER USER iih...cebong cebong....gagal paham kali kau....ga salah kalau udah kena virus cebong...jadi dungu...hahahaha ga bisa trima kenyataan yah....kasihan deh lo.',Negative
Dubes Kwang Il Bertekad Kembangkan Pertukaran Budaya Korea-RI #KlikRMOL #korut,Positive
USER ABISAN TUH MEREKA NGOMONGNYA KENAPA LANCAR BANGET GITULOH GAADA CANGGUNG SAMSEK GATAU APA KALO YG NONTON SENYAM SENYUM SENDIRI KEK ORANG IDIOT',Negative
Moment pertemuan antara; USER - Erdogan; ; Gubernur Indonesia ; Presiden Turkey,Positive
Sikap politik Donal Trump dulu menyudutkan umat Islam hanya menarik dukungan politik di USA dari yahudi berada di sana. Dia terlihat ingin memperbaikinya.',Positive
USER USER Hehehehe...Muhammadiyah sudah biasa mas. Dulu Kiai Dahlan dituduh kyai Kafir dll :-)',Positive
Ngaku islam tapi belain penista agama terus..berkedok pejuang HAM...hamburger kaleee..; Orangnya die2 juga...mau tau siapa aja?; Cekidot..ini kata ustad USER,Positive
USER ...aku udik bangat si emang bisa gitu y di ta wan :(',Positive
Ayo lengserkan Jokowi. Dimulai dari bugis.,Positive
"Jokowi Naik Motor Listrik, Produsen Motor Langsung Melirik Papua Presiden Joko W",Positive
Knp Warga Jawa Barat Harus Memilih Pasangan Asyik No.3 ?; ; 1. Untuk Menjaga Marwah Muslim krn sunda identik Muslim.â??; ; 2. Didukung Ulama Hebat seperti Aagym dan ustad arifin ilham.â??; ; 3. Didukung Gubernur super prestasi kang aher.â??; ; 4. Program2 yang s,Positive
"USER USER Kecoak mulai ngomong g jelas juntrungannya, ya gw tinggal, gak mutu ngomong sama orang dungu kayak ente'",Negative
Barusan sampai di 021 iseng2 tanya sopir taxi soal gubernur baru. Menyesal gak pilih ahok katanya. Merasa ditipu,Positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER dia doyan nete un jadi maklumin',Negative
RT USER: YA ALLAH INI XL GAK KURANG KAMPRET LAGI APA KONEKSINYA? USER',Negative
yeah sex is cool but have u ever :\n-numpuk piring di tengah meja setelah makan \n-bawa lagi sampah keluar abis nonton bioskop\n-ngga cancel ojol sembarangan\n-ngga manggil orang main hp dgn sebutan Autis\n=belajar diem drpd ngomong tapi menjatuhkan / ju,Positive
"jangan rindu, rindu itu berat..\n\nbiarin ae si kunyuk dilan yang nanggung.'",Negative
Cc. USER ; Miss ann USER ; Mosok yg punya partai kalah sama yg ga ada partainya? :-); Ajak follower mu yg ribuan..,Positive
"USER Sejak awal banget kayaknya masih ratusan atau malah puluhan. Waktu itu belum rame orang kirim tubir. Jadi adminnya yang mancing. Inget dulu saya dulu debat LGBT kan, nah saya pura pura jadi cons. Eh dikira homophobic beneran dan dihujat. Sekar",Positive
USER Dasar brengsek',Negative
"Masih bagus kalau-kalau ia putus dengan cara baik-baik, Oka kerap meninggalkan perempuan yang berstatus pacarnya dan jalan dengan perempuan lain.\n\nIya, dalam pohon yang sempurna pasti ada satu daun cacat.'",Positive
USER USER Ganti Presiden Endasmu atos....jangan ngumbar cocot he...goblog....',Negative
Me every night:\nAAAAA ANJENG GUE MALU BANGSAD. MAU ILANG AJA. AAAAAAAAA. APAAN SIH GUE JIJIK BANGET. AAAAAAAAA. INI APAAN SIH GUE DULU NGGAK DANTA. AAAAAAAAAAA. MAU ILANG AJA. AAAAAAAAAAAAAAA.',Negative
USER USER x relevant. Muslim tapi buat kerja kafir yg terkutuk',Negative
"USER USER Kalau Khalifah bagaimana Prof. ? \nKan sudah sunatullah pastinya ? \nTuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan nggak setuju, kemudian dinamakan Iblis. \nTugas manusia sbg Khalifatullah untuk mengambil Hikmah (kebijaksanaan) dari keduanya. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Positive
jokowi tidak hormat terhadap muslim yg terzalimi,Positive
SA-7.952. AKUNTANSI INTERMEDIATE. SMI...,Positive
jokowi Komunis jg kapitalis URL,Positive
[CALLING FOR TENANT]; PARAMABUDAYA 2018; â?¢TELKOM UNIVERSITYâ?¢; ; Wilujeng siang!; Pasar Budaya Paramabudaya 2018 akan hadir kembali!ð???; Yuk yang tertarik untuk memasarkan produknya kepada ribuan pencinta budaya bisa banget langsung mendaftar!; ; Pendaftaran,Positive
USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati',Negative
Pengusaha china ;: jk reklamasi pulau G Dibatalkan . Jokowi akan kami lengserkan,Positive
RT USER USER Ternyta bnyak yg sangkut paut ya teriak cina ternyta keturunan cina teriak pki ternyata pemberontak jg,Positive
"USER USER Cebong juara satu lari dari kenyataan,kepintaran dan akal sehat..'",Negative
"USER USER USER Duh sableng itu sarkasme buat kalian bani onta. Yg udah di brainwash. Pake fasilitas fi kasih pemerintah masih nyinyit, di kasih kemudahaan masih nyinyir, mau ganti presiden tapi capresnya bgtu. Ga ada yg lain??'",Negative
MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok,Negative
"USER + otak ga geser aja udeh sarap,apalagi ke geser yekan ntar bahaya ""apaan sih? Aku kerja beneran kok"" Elang liatin Em sambil masih usep palanya ""cewe apaan coba? Kamu nyantol aja aku udah bersyukur""'",Negative
"USER USER Kalau tdk diambil dibilang tdk bisa nasionalisasi asset, antek asing. Kalau diambil pakai nama pribadi dan keluarga patut kita curigai dan nanya uang darimana, Tapi dengan tweet ini saya jadi sadar betapa pintarnya pemerintahan di",Positive
"USER Tidak heran, kan aslinya anda burik \xf0\x9f\x91\x8d'",Negative
"Perginya TKA diharapkan dapat menciptakan lowongan pekerjaan baru yang ditargetkan dapat mencapai 450,000 posisi di sektor swasta pada tahun 2020 khusus untuk warga Saudi. \n\nURL URL",Positive
USER perlu meluruskan persepsi2 seolah menjadi alat politik untuk menekan lawan politik Pak Jkw agar dukung. Memangnya Presiden pelindung orang yg bermasalah hukum? Jangan spt kasus SMS HT di Kejagung yg tau2 menguap stlh perindo balik badan. Rusak....,Positive
USER USER Yang perek kan ibu lo.. gimana sih.. pasti sdh dool ya',Negative
USER Perbandingan fotonya jangn kek gni siiichhh pak....\xf0\x9f\x98\xb1 Nyerem2in aj. #trauma pernah dikejar bencong!\xf0\x9f\x98\xa5',Positive
"Allah SWT tak paham toleransi hrs DIBUANG USER Ingin Belajar Toleransi & Keindonesiaan, Gabung SabangMerauke 2016",Negative
Mari bersama menyukseskan Pilkada malang !! Nomor 1 !!! #madepmantebmanetep #rendrasanusi #pilkadamalang,Positive
USER USER Mereka yg membela china keparat itu tak ubahnya anjing buduk...!!!! Saya pengin marah....enyahkan para china keparat di bumi NKRI. !!! Sumpah bagi para china yg hidup di indonesia utk setia tanah air!!!...bila mereka tak bersum,Negative
"USER USER Tidak juga, saya dan istri menikah secara ekumene, saya katolik istri protestan. Diperkenankan juga katolik dengan agama selain kristiani dengan izin khusus dari gereja dan itu sah'",Positive
"Yg salah itu mengira bahwa cuma isi ajaran agamanya aja yg tokcer, yg lain evil. Contoh simpel: ulama kotbah soal kemashlahatan bersama itu sebenarnya kotbah generik. Mau agamanya apa pasti umumnya setuju soal kepentingan bersama. Bahkan yg ateis kaya gu",Positive
USER Kau cuma pandai jilat pantat penguasa udh pandai pula kau nantangin org.....dasr pelacur politik...',Negative
"Bbm Naik, Listrik Naik, Telur Naik. \nMasih Juga Percaya dengan Ini Rezim Koplak...?'",Negative
"Kwon Soonyoung. Kasir yg satu ini bisa dibilang ga bisa diem. Ada aja yg di lakuin. Sekalipun itu lg ngelayanin pelanggan pun. Sasaran empuk bagi anak2 yg penasaran knp pipinya gembul bgt, tak terkecuali matanya yg sipit.'",Positive
"- Mending makan disini lebih murah, buang-buang duit lo ntar juga jadi tai.""\n\nAtau gak si A beli barang murah, terus si B komen ""Ih kok lo beli disitu sih, kan murah pasti bahannya gak bagus.""\n\nLalu, si B secara gak langsung dan gak merasa udah nyakitin hati si A dengan perkataan'",Negative
"USER USER Baca lagi haditsnya yg benar. Pensyariatan shaum asyura &amp; aqiqah bukan karena ittiba'/ikuti ajaran Yahudi dan adat Arab, tapi krn para sahabat ittiba sunnah Nabi.\nGamis itu hkmnya mubah seperti sarung, peci, koko. Tdk a",Positive
"2. Selain perkuat jaringan, Gubernur USER juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar Indonesia USER",Positive
"Bak kata orang Indonesia tu, kalau pelaburan luar tak wujudkan peluang perkerjaan, itu bukan pelaburan tapi penjajahan ekonomi. Jangan kesal kemudian. Ubah selagi sempat.",Positive
USER USER trus mau loe apa antek-antek wowo? \xf0\x9f\x98\x86\xf0\x9f\x98\x86',Positive
USER ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk',Negative
"USER USER nih sompret nikah mulu, bijimana cara ngerayu nyah yaa?\xf0\x9f\x98\x85'",Negative
"USER Karena sdh terdesak akan kehancuran kampret yg kian melemah dn terdegedrasinya elektabilitas junjungannya, lalu mohon istilah"" cebong dn kampret itu tdk diteruskan/ distop aja .\nDsr kampret.\nKrn kepepet.\nAkibatnya mencret.\nLalu minta",Negative
